,dti,emp_length,issue_d,loan_amnt,purpose,rejected
352085,29.57,0,7/26/2016,10000,debt_consolidation,1
352086,54.71,0,7/26/2016,5000,credit_card,1
352087,6.67,4,7/26/2016,10000,Other,1
352088,31.3,0,7/26/2016,40000,car,1
352089,53.94,0,7/26/2016,5000,debt_consolidation,1
352090,29.31,0,7/26/2016,10000,debt_consolidation,1
352091,16.81,0,7/26/2016,1000,credit_card,1
352092,34.36,0,7/26/2016,5000,car,1
352093,10.27,0,7/26/2016,17625,debt_consolidation,1
352094,8.01,5,7/26/2016,5000,debt_consolidation,1
352095,34.23,0,7/26/2016,5000,debt_consolidation,0
352096,3.06,5,7/26/2016,1350,debt_consolidation,1
352097,23.49,5,7/26/2016,15000,credit_card,1
352098,25.84,,7/26/2016,15000,Home improvement,0
352099,9.67,5,7/26/2016,30000,debt_consolidation,1
352100,13.46,0,7/26/2016,12000,debt_consolidation,1
352101,0,5,7/26/2016,5000,home_improvement,1
352102,18.3,0,7/26/2016,15000,debt_consolidation,0
352103,33.3,0,7/26/2016,35000,debt_consolidation,1
352104,5.67,0,7/26/2016,3000,home_improvement,1
352105,18.27,0,7/26/2016,5000,moving,1
352106,3.36,5,7/26/2016,1000,other,1
352107,107.29,0,7/26/2016,5000,debt_consolidation,1
352108,19.27,0,7/26/2016,2500,other,1
352110,3.32,5,7/26/2016,1000,debt_consolidation,1
352111,54.94,0,7/26/2016,30000,debt_consolidation,1
352112,46.47,5,7/26/2016,5000,debt_consolidation,1
352113,15.64,5,7/26/2016,3000,debt_consolidation,1
352114,24.95,0,7/26/2016,1000,house,1
352115,0.59,0,7/26/2016,2500,debt_consolidation,1
352116,24.66,0,7/26/2016,11000,debt_consolidation,1
352117,34.45,0,7/26/2016,30000,debt_consolidation,0
352118,27.8,5,7/26/2016,18000,debt_consolidation,1
352119,4.69,0,7/26/2016,35000,credit_card,1
352120,45.24,5,7/26/2016,35000,credit_card,0
352121,12.82,0,7/26/2016,15000,other,0
352122,6.18,10,7/26/2016,10000,Debt consolidation,0
352123,27.84,5,7/26/2016,1500,debt_consolidation,1
352124,66.2,0,7/26/2016,25000,credit_card,1
352125,61.93,0,7/26/2016,15000,debt_consolidation,1
352126,63.33,0,7/26/2016,35000,debt_consolidation,1
352127,60.69,0,7/26/2016,1000,debt_consolidation,1
352128,18.22,0,7/26/2016,15000,debt_consolidation,1
352129,1.67,0,7/26/2016,10000,debt_consolidation,1
352130,82.28,0,7/26/2016,6000,debt_consolidation,1
352131,4.4,0,7/26/2016,9000,debt_consolidation,1
352132,31.23,,7/26/2016,3000,Debt consolidation,1
352133,32.21,0,7/26/2016,5000,other,1
352134,17.39,5,7/26/2016,8000,other,1
352136,12.93,5,7/26/2016,15000,debt_consolidation,1
352137,36.46,0,7/26/2016,25000,debt_consolidation,1
352138,46.58,5,7/26/2016,8000,debt_consolidation,1
352139,44.29,0,7/26/2016,40000,debt_consolidation,1
352140,45.18,0,7/26/2016,1000,debt_consolidation,1
352141,12.56,0,7/26/2016,40000,debt_consolidation,1
352142,5.63,0,7/26/2016,8000,debt_consolidation,1
352143,32.58,5,7/26/2016,9500,credit_card,1
352144,23.37,0,7/26/2016,5000,debt_consolidation,1
352146,9.43,0,7/26/2016,3000,debt_consolidation,1
352147,2.55,5,7/26/2016,6000,medical,1
352148,17.26,5,7/26/2016,1000,other,1
352149,40.7,5,7/26/2016,5000,other,1
352150,33.89,0,7/26/2016,25000,debt_consolidation,1
352151,42.06,5,7/26/2016,15000,debt_consolidation,1
352153,69.13,0,7/26/2016,20000,debt_consolidation,1
352154,11.55,5,7/26/2016,6000,debt_consolidation,1
352155,29.53,6,7/26/2016,5000,Debt consolidation,1
352156,40.51,0,7/26/2016,25000,debt_consolidation,1
352158,8.84,0,7/26/2016,10000,other,1
352159,24.17,0,7/26/2016,10000,debt_consolidation,1
352160,9.74,0,7/26/2016,5000,debt_consolidation,1
352161,0,5,7/26/2016,3000,car,1
352162,19.54,0,7/26/2016,2000,other,1
352163,26.02,5,7/26/2016,6000,debt_consolidation,1
352164,0,0,7/26/2016,2000,debt_consolidation,1
352165,10.71,5,7/26/2016,1000,car,1
352166,26.32,5,7/26/2016,3000,debt_consolidation,1
352167,16.47,0,7/26/2016,13000,debt_consolidation,1
352168,165.22,0,7/26/2016,1500,other,1
352169,21.16,0,7/26/2016,2500,car,1
352170,8.24,0,7/26/2016,5000,medical,1
352171,17.65,0,7/26/2016,25000,debt_consolidation,0
352172,2.94,0,7/26/2016,40000,major_purchase,1
352173,26.98,0,7/26/2016,1000,other,1
352174,4.19,0,7/26/2016,20000,debt_consolidation,1
352175,34.66,5,7/26/2016,10000,other,1
352177,63.71,5,7/26/2016,6500,moving,1
352178,22.48,0,7/26/2016,7500,debt_consolidation,1
352179,12.62,0,7/26/2016,10000,debt_consolidation,1
352180,40.87,0,7/26/2016,30000,credit_card,1
352181,16.11,0,7/26/2016,4000,debt_consolidation,1
352182,38.76,0,7/26/2016,18000,credit_card,1
352184,63.73,,7/26/2016,15000,home_improvement,1
352185,26.47,5,7/26/2016,4000,moving,1
352186,15.18,0,7/26/2016,5000,credit_card,1
352187,20.04,0,7/26/2016,5000,debt_consolidation,1
352188,91.3,,7/26/2016,5000,other,1
352189,11.1,0,7/26/2016,7000,major_purchase,1
352190,29.71,0,7/26/2016,10000,debt_consolidation,1
352191,22.34,,7/26/2016,3500,moving,1
352192,9.27,5,7/26/2016,2000,medical,1
352193,106.27,,7/26/2016,7000,debt_consolidation,1
352194,112.81,,7/26/2016,35000,credit_card,0
352195,2.85,0,7/26/2016,3500,debt_consolidation,0
352196,5.84,0,7/26/2016,15000,debt_consolidation,1
352197,2.57,5,7/26/2016,3300,car,0
352198,21.71,0,7/26/2016,2000,medical,1
352199,7.16,,7/26/2016,10000,Debt consolidation,1
352200,7.2,5,7/26/2016,1000,other,1
352201,23.06,0,7/26/2016,8000,debt_consolidation,1
352203,27.23,0,7/26/2016,10000,debt_consolidation,1
352205,19.53,5,7/26/2016,25000,debt_consolidation,1
352206,13.02,5,7/26/2016,7000,small_business,1
352207,119.28,0,7/26/2016,1100,vacation,1
352208,2.72,5,7/26/2016,9000,other,1
352209,32.78,0,7/26/2016,5000,moving,1
352210,2.87,0,7/26/2016,5000,home_improvement,1
352211,5.65,0,7/26/2016,20000,credit_card,1
352214,62.98,5,7/26/2016,15000,debt_consolidation,1
352215,50,0,7/26/2016,35000,debt_consolidation,1
352216,8.34,0,7/26/2016,15000,debt_consolidation,0
352218,28.71,5,7/26/2016,7200,debt_consolidation,1
352219,19,0,7/26/2016,20000,debt_consolidation,0
352220,26.36,0,7/26/2016,10000,debt_consolidation,1
352221,14.95,0,7/26/2016,8500,debt_consolidation,0
352222,15.82,0,7/26/2016,1000,debt_consolidation,1
352223,17.88,0,7/26/2016,6000,debt_consolidation,1
352224,18.96,0,7/26/2016,15000,debt_consolidation,1
352225,9.7,0,7/26/2016,10000,moving,1
352226,0,0,7/26/2016,8000,other,0
352227,8.4,0,7/26/2016,20000,other,1
352228,22.38,0,7/26/2016,15000,debt_consolidation,0
352229,0,0,7/26/2016,3000,home_improvement,0
352230,1.9,0,7/26/2016,7000,major_purchase,0
352231,7.2,0,7/26/2016,1000,other,1
352232,25.82,5,7/26/2016,25000,debt_consolidation,1
352234,15.63,0,7/26/2016,5000,debt_consolidation,0
352235,10.56,0,7/26/2016,15000,other,0
352236,24.92,0,7/26/2016,15000,debt_consolidation,1
352237,26.38,5,7/26/2016,3500,other,0
352238,2.14,0,7/26/2016,20000,moving,1
352239,45.48,0,7/26/2016,35000,debt_consolidation,0
352240,0.38,0,7/26/2016,20000,home_improvement,1
352241,35.01,5,7/26/2016,10000,credit_card,1
352243,13.35,5,7/26/2016,10000,house,1
352244,25.75,5,7/26/2016,2400,other,1
352245,24.85,3,7/26/2016,14025,Credit card refinancing,1
352246,14.81,0,7/26/2016,20000,other,1
352247,17.64,5,7/26/2016,12000,credit_card,1
352248,17.38,0,7/26/2016,15000,debt_consolidation,1
352251,27.85,5,7/26/2016,25000,credit_card,1
352252,23.22,5,7/26/2016,7000,credit_card,0
352253,60.36,5,7/26/2016,2500,vacation,1
352254,68.74,0,7/26/2016,1000,vacation,0
352255,12.65,,7/26/2016,2500,vacation,1
352256,4.08,0,7/26/2016,1000,moving,1
352257,4.54,5,7/26/2016,25000,debt_consolidation,0
352258,1.66,5,7/26/2016,10000,small_business,1
352259,13.98,0,7/26/2016,3000,major_purchase,1
352260,15.35,0,7/26/2016,15000,credit_card,1
352261,0.63,0,7/26/2016,15000,house,1
352262,29.38,0,7/26/2016,10000,debt_consolidation,1
352263,2.73,5,7/26/2016,5000,major_purchase,1
352264,19.78,5,7/26/2016,12000,debt_consolidation,1
352265,16.12,0,7/26/2016,5500,other,1
352266,20.9,5,7/26/2016,15000,other,1
352267,2.03,0,7/26/2016,10000,debt_consolidation,1
352268,45.04,0,7/26/2016,10000,home_improvement,1
352269,43.84,0,7/26/2016,40000,debt_consolidation,1
352270,15.66,0,7/26/2016,15000,debt_consolidation,1
352271,36.61,5,7/26/2016,35000,credit_card,1
352273,10.19,5,7/26/2016,35000,debt_consolidation,1
352274,55.2,0,7/26/2016,30000,debt_consolidation,1
352275,33.49,0,7/26/2016,15000,car,1
352276,24.26,0,7/26/2016,5000,car,0
352277,21.35,0,7/26/2016,30000,credit_card,1
352278,48.59,5,7/26/2016,20000,car,1
352279,0,5,7/26/2016,5000,moving,1
352281,38.76,0,7/26/2016,5000,debt_consolidation,1
352282,38.12,0,7/26/2016,40000,credit_card,0
352283,36.77,0,7/26/2016,15000,debt_consolidation,1
352284,71.3,0,7/26/2016,1400,debt_consolidation,0
352285,26.68,0,7/26/2016,1000,other,1
352286,1.2,0,7/26/2016,1500,other,1
352287,5.91,0,7/26/2016,5000,home_improvement,1
352288,46.5,0,7/26/2016,12000,debt_consolidation,1
352289,21.81,10,7/26/2016,25000,Debt consolidation,0
352290,9.21,0,7/26/2016,12600,debt_consolidation,1
352291,24.98,0,7/26/2016,5000,debt_consolidation,1
352292,41.13,0,7/26/2016,10000,debt_consolidation,0
352293,44.81,5,7/26/2016,15000,debt_consolidation,1
352294,16.8,0,7/26/2016,5000,debt_consolidation,1
352295,39.24,0,7/26/2016,40000,debt_consolidation,0
352296,3.6,5,7/26/2016,3000,other,1
352297,0,0,7/26/2016,20000,home_improvement,1
352298,26.5,4,7/26/2016,6000,Debt consolidation,1
352299,34.56,5,7/26/2016,19050,credit_card,0
352301,16.93,0,7/26/2016,20000,debt_consolidation,1
352303,6,0,7/26/2016,5000,debt_consolidation,0
352304,24.44,0,7/26/2016,3500,credit_card,1
352305,12.04,5,7/26/2016,3500,other,0
352306,29.36,0,7/26/2016,40000,debt_consolidation,0
352307,57.28,,7/26/2016,9000,car,0
352308,36.04,5,7/26/2016,12000,credit_card,0
352309,12.93,0,7/26/2016,1000,debt_consolidation,0
352310,18.6,8,7/26/2016,5000,Debt consolidation,0
352311,35.3,0,7/26/2016,30000,debt_consolidation,0
352312,27.69,5,7/26/2016,35000,credit_card,1
352313,16.09,0,7/26/2016,5000,debt_consolidation,1
352315,11.18,0,7/26/2016,1000,debt_consolidation,0
352316,41.03,0,7/26/2016,1500,debt_consolidation,1
352317,8.46,0,7/26/2016,25000,other,1
352318,44,5,7/26/2016,35000,debt_consolidation,1
352319,19.43,0,7/26/2016,2500,home_improvement,1
352320,37.25,0,7/26/2016,20000,credit_card,1
352322,21.4,0,7/26/2016,10000,debt_consolidation,1
352323,15.31,0,7/26/2016,30000,credit_card,1
352324,8.4,0,7/26/2016,30000,debt_consolidation,1
352325,30.25,0,7/26/2016,40000,debt_consolidation,1
352326,59.44,5,7/26/2016,20000,credit_card,1
352327,57.1,0,7/26/2016,8000,credit_card,1
352328,34.06,0,7/26/2016,15000,debt_consolidation,1
352329,35.55,0,7/26/2016,16500,credit_card,1
352330,5.9,0,7/26/2016,18500,other,1
352331,22.15,5,7/26/2016,25000,debt_consolidation,1
352332,0,0,7/26/2016,1500,other,1
352333,1.03,0,7/26/2016,1000,medical,1
352334,15.87,0,7/26/2016,10000,debt_consolidation,1
352335,4.39,0,7/26/2016,10000,other,0
352336,32.06,5,7/26/2016,35000,house,1
352337,50.97,0,7/26/2016,5000,credit_card,1
352338,2.95,0,7/26/2016,1500,car,0
352339,23.75,0,7/26/2016,38000,debt_consolidation,1
352340,21.88,0,7/26/2016,7000,debt_consolidation,1
352341,9.36,0,7/26/2016,3000,other,1
352342,26.04,5,7/26/2016,3000,debt_consolidation,1
352343,0,0,7/26/2016,30000,other,1
352344,3.6,0,7/26/2016,5000,other,1
352345,6.33,0,7/26/2016,10000,debt_consolidation,1
352346,20.12,5,7/26/2016,20000,home_improvement,1
352347,38.27,0,7/26/2016,40000,debt_consolidation,1
352348,42.52,0,7/26/2016,25000,debt_consolidation,1
352349,12.46,5,7/26/2016,3000,credit_card,1
352350,18.75,0,7/26/2016,5000,home_improvement,0
352351,17.27,0,7/26/2016,7100,debt_consolidation,1
352352,7.32,10,7/26/2016,40000,Home improvement,1
352353,8.19,0,7/26/2016,2000,home_improvement,0
352354,2.92,0,7/26/2016,5000,debt_consolidation,1
352355,27.83,0,7/26/2016,5000,other,1
352356,24.35,0,7/26/2016,5000,debt_consolidation,1
352357,67.32,0,7/26/2016,20000,debt_consolidation,1
352358,41.72,0,7/26/2016,20000,credit_card,1
352360,22.69,0,7/26/2016,1500,other,1
352361,37.67,0,7/26/2016,20000,debt_consolidation,1
352362,40.8,5,7/26/2016,1000,other,1
352363,93.6,0,7/26/2016,11000,debt_consolidation,1
352364,1.67,0,7/26/2016,40000,debt_consolidation,1
352365,15.2,0,7/26/2016,28000,debt_consolidation,1
352366,22.35,5,7/26/2016,1000,medical,1
352367,20.88,0,7/26/2016,2500,other,1
352368,8.96,0,7/26/2016,8275,debt_consolidation,1
352369,41.93,5,7/26/2016,17500,credit_card,1
352370,10.68,0,7/26/2016,10000,debt_consolidation,1
352371,18.12,5,7/26/2016,2300,Debt consolidation,1
352372,35.79,0,7/26/2016,15000,debt_consolidation,1
352373,24.58,5,7/26/2016,17000,credit_card,1
352374,1.03,0,7/26/2016,3000,other,1
352375,15.05,5,7/26/2016,25000,debt_consolidation,1
352376,42,,7/26/2016,5000,other,1
352377,9.6,,7/26/2016,5000,credit_card,1
352378,20.22,0,7/26/2016,20000,Debt consolidation,1
352379,13.92,5,7/26/2016,12000,small_business,0
352380,10.25,5,7/26/2016,10000,debt_consolidation,1
352381,0,0,7/26/2016,8000,medical,1
352384,5.57,9,7/26/2016,7000,Debt consolidation,0
352385,20.06,0,7/26/2016,25000,debt_consolidation,1
352386,2.81,5,7/26/2016,10000,other,1
352387,2.46,0,7/26/2016,2000,other,1
352388,25.23,0,7/26/2016,10000,medical,1
352389,13.74,0,7/26/2016,40000,debt_consolidation,1
352391,31.7,0,7/26/2016,10000,debt_consolidation,0
352393,10.46,5,7/26/2016,15000,home_improvement,1
352395,50.65,0,7/26/2016,40000,debt_consolidation,1
352396,14.85,0,7/26/2016,15000,debt_consolidation,1
352397,19.47,0,7/26/2016,1000,medical,1
352398,1.32,0,7/26/2016,15000,debt_consolidation,0
352399,6,0,7/26/2016,5000,debt_consolidation,1
352400,0,0,7/26/2016,2500,other,1
352401,13.63,0,7/26/2016,25000,major_purchase,0
352402,0.49,10,7/26/2016,15000,Home improvement,1
352403,2.5,5,7/26/2016,1000,other,0
352405,1.76,5,7/26/2016,4000,vacation,1
352406,54.55,0,7/26/2016,30000,debt_consolidation,0
352407,15.13,0,7/26/2016,8500,credit_card,1
352408,12.04,,7/26/2016,7000,Debt consolidation,1
352409,25.3,0,7/26/2016,40000,debt_consolidation,1
352410,8.84,0,7/26/2016,6000,debt_consolidation,1
352412,4.12,5,7/26/2016,10000,major_purchase,1
352413,7.89,5,7/26/2016,25000,debt_consolidation,1
352414,6.74,0,7/26/2016,10000,debt_consolidation,1
352415,12.92,0,7/26/2016,6000,credit_card,1
352416,54.64,0,7/26/2016,12000,credit_card,1
352417,0.58,0,7/26/2016,20000,major_purchase,1
352418,41.36,5,7/26/2016,20000,debt_consolidation,1
352419,20.92,0,7/26/2016,5500,debt_consolidation,1
352420,26.41,0,7/26/2016,3500,debt_consolidation,1
352421,3.16,0,7/26/2016,12825,major_purchase,1
352422,29.81,0,7/26/2016,10000,debt_consolidation,1
352423,34.35,0,7/26/2016,15000,debt_consolidation,1
352424,41.81,5,7/26/2016,25000,debt_consolidation,1
352425,14.57,0,7/26/2016,15000,debt_consolidation,1
352427,23.78,5,7/26/2016,3000,other,1
352428,5.35,5,7/26/2016,2500,vacation,1
352429,35.55,5,7/26/2016,16500,debt_consolidation,1
352430,3.73,8,7/26/2016,4000,Home improvement,1
352431,5.71,0,7/26/2016,5000,debt_consolidation,1
352433,48.38,0,7/26/2016,5000,home_improvement,0
352434,10.16,0,7/26/2016,4000,debt_consolidation,1
352435,12.2,5,7/26/2016,10000,Credit card refinancing,1
352436,11.81,0,7/26/2016,30000,debt_consolidation,1
352437,34.2,5,7/26/2016,5000,credit_card,0
352438,34.83,0,7/26/2016,20000,debt_consolidation,1
352439,6.36,0,7/26/2016,6000,other,1
352440,12.73,5,7/26/2016,2000,other,1
352441,5.64,5,7/26/2016,2000,credit_card,1
352443,47.49,5,7/26/2016,14275,credit_card,0
352444,24.66,0,7/26/2016,20000,debt_consolidation,1
352445,9.67,5,7/26/2016,6500,credit_card,1
352446,10.3,0,7/26/2016,25000,car,0
352447,49.58,0,7/26/2016,25000,home_improvement,1
352448,15.6,0,7/26/2016,5000,other,1
352449,0,0,7/26/2016,3000,small_business,1
352450,51.6,0,7/26/2016,10000,debt_consolidation,1
352451,27.63,0,7/26/2016,6000,debt_consolidation,1
352452,1.42,0,7/26/2016,3500,major_purchase,1
352453,15.69,0,7/26/2016,4000,debt_consolidation,1
352454,53.75,0,7/26/2016,5000,vacation,1
352455,23.85,0,7/26/2016,28000,debt_consolidation,1
352456,22.23,0,7/26/2016,5000,major_purchase,1
352458,25.08,0,7/26/2016,2000,other,1
352459,7.35,5,7/26/2016,2000,medical,0
352460,7.22,0,7/26/2016,40000,debt_consolidation,1
352461,6.98,0,7/26/2016,5000,other,1
352462,4.18,0,7/26/2016,3000,debt_consolidation,1
352463,11.18,0,7/26/2016,2500,home_improvement,1
352464,15.35,,7/26/2016,5000,debt_consolidation,0
352465,8.03,0,7/26/2016,40000,debt_consolidation,1
352467,16.58,5,7/26/2016,5000,moving,1
352469,35,0,7/26/2016,1200,other,1
352470,60.05,5,7/26/2016,5000,debt_consolidation,1
352471,8.93,,7/26/2016,3000,other,0
352473,14.45,0,7/26/2016,30000,car,1
352474,36.64,0,7/26/2016,12000,debt_consolidation,1
352475,18.96,5,7/26/2016,5000,debt_consolidation,1
352476,20.9,0,7/26/2016,7500,other,1
352478,6.28,5,7/26/2016,5000,debt_consolidation,1
352479,4.74,0,7/26/2016,15000,debt_consolidation,1
352480,35.06,0,7/26/2016,9000,debt_consolidation,1
352481,15.39,0,7/26/2016,7000,debt_consolidation,1
352482,26.43,0,7/26/2016,40000,credit_card,1
352483,22.94,0,7/26/2016,1000,debt_consolidation,1
352484,8.23,0,7/26/2016,7000,debt_consolidation,1
352485,23.63,5,7/26/2016,35000,debt_consolidation,1
352486,27.51,5,7/26/2016,1000,other,1
352487,43.93,0,7/26/2016,20000,car,1
352488,4.29,0,7/26/2016,10000,car,1
352489,11.62,5,7/26/2016,2000,Debt consolidation,1
352491,32.71,0,7/26/2016,12000,credit_card,1
352492,0,,7/26/2016,5000,vacation,0
352493,20.12,0,7/26/2016,1000,medical,1
352494,10.75,0,7/26/2016,5000,major_purchase,1
352495,0,0,7/26/2016,1000,other,1
352496,27.63,2,7/26/2016,20000,Debt consolidation,1
352497,54.46,0,7/26/2016,35000,debt_consolidation,1
352498,12.83,0,7/26/2016,9000,other,1
352499,16.45,,7/26/2016,5500,credit_card,1
352500,36.71,0,7/26/2016,20000,debt_consolidation,1
352501,22.18,0,7/26/2016,3000,debt_consolidation,1
352502,43.05,0,7/26/2016,7000,small_business,1
352503,10.32,5,7/26/2016,30000,credit_card,1
352504,22.07,0,7/26/2016,20000,debt_consolidation,1
352506,47.02,0,7/26/2016,5000,debt_consolidation,1
352507,9.01,0,7/26/2016,20000,credit_card,0
352508,17.47,0,7/26/2016,15000,other,0
352509,29.79,0,7/26/2016,5000,debt_consolidation,0
352511,23.63,0,7/26/2016,3000,debt_consolidation,1
352513,15.37,5,7/26/2016,30000,credit_card,1
352514,33.22,0,7/26/2016,7000,debt_consolidation,1
352515,30.62,0,7/26/2016,3500,debt_consolidation,0
352516,15.39,0,7/26/2016,5000,debt_consolidation,1
352517,22.69,0,7/26/2016,25000,credit_card,1
352518,7.08,0,7/26/2016,1000,moving,1
352519,7.13,5,7/26/2016,1500,other,1
352520,1.55,0,7/26/2016,3000,debt_consolidation,1
352521,29.33,0,7/26/2016,35000,debt_consolidation,1
352522,20.01,5,7/26/2016,10000,other,1
352523,12,5,7/26/2016,10000,credit_card,1
352525,16.42,5,7/26/2016,15000,credit_card,1
352526,19.28,0,7/26/2016,9000,debt_consolidation,1
352528,65.48,0,7/26/2016,15000,credit_card,0
352529,0,0,7/26/2016,2250,medical,1
352531,15.25,0,7/26/2016,10000,other,1
352532,29.28,0,7/26/2016,20000,credit_card,1
352534,11.85,5,7/26/2016,10000,debt_consolidation,1
352535,39.34,0,7/26/2016,40000,credit_card,0
352536,63.2,5,7/26/2016,15000,debt_consolidation,1
352537,35.58,5,7/26/2016,15000,debt_consolidation,1
352538,19.49,0,7/26/2016,20000,car,1
352539,18.67,0,7/26/2016,6000,debt_consolidation,0
352540,20.69,0,7/26/2016,5000,debt_consolidation,1
352541,16.99,0,7/26/2016,6000,car,1
352542,2.46,5,7/26/2016,10000,debt_consolidation,0
352543,3.05,0,7/26/2016,1000,car,1
352544,2.77,0,7/26/2016,1000,medical,1
352545,7.47,0,7/26/2016,10000,car,1
352546,20.15,0,7/26/2016,10000,credit_card,1
352547,0.83,0,7/26/2016,8000,debt_consolidation,1
352548,0,0,7/26/2016,40000,home_improvement,1
352549,31.17,0,7/26/2016,7000,credit_card,1
352551,5,0,7/26/2016,5000,other,1
352552,4.53,0,7/26/2016,10000,credit_card,1
352553,14.96,0,7/26/2016,10000,other,1
352554,27.72,0,7/26/2016,35000,debt_consolidation,1
352555,29.73,5,7/26/2016,35000,debt_consolidation,1
352556,23.96,0,7/26/2016,6100,credit_card,1
352557,50.81,0,7/26/2016,30000,debt_consolidation,1
352558,16.16,0,7/26/2016,2500,other,1
352559,30.38,5,7/26/2016,10000,debt_consolidation,0
352560,8.18,0,7/26/2016,20000,other,1
352561,2.4,0,7/26/2016,2000,other,1
352562,44.23,5,7/26/2016,1500,other,1
352563,36.02,0,7/26/2016,40000,debt_consolidation,1
352564,0.75,0,7/26/2016,5000,debt_consolidation,1
352565,12.74,0,7/26/2016,4500,small_business,1
352566,36.92,5,7/26/2016,10000,vacation,1
352567,63,0,7/26/2016,5000,debt_consolidation,0
352568,19.11,0,7/26/2016,3500,debt_consolidation,1
352569,5,0,7/26/2016,3000,other,1
352570,15.87,5,7/26/2016,9000,other,1
352571,23.52,0,7/26/2016,15000,debt_consolidation,1
352572,13.72,5,7/26/2016,15000,credit_card,1
352573,14.54,0,7/26/2016,4000,debt_consolidation,1
352574,9.18,0,7/26/2016,3500,home_improvement,0
352575,29.12,0,7/26/2016,9500,debt_consolidation,1
352576,22.58,0,7/26/2016,7000,debt_consolidation,1
352577,5.31,5,7/26/2016,5000,credit_card,1
352578,0,,7/26/2016,1000,moving,1
352579,44.58,0,7/26/2016,15000,debt_consolidation,1
352580,18.6,5,7/26/2016,5000,debt_consolidation,1
352581,83.97,5,7/26/2016,7000,debt_consolidation,1
352582,29.17,5,7/26/2016,2500,credit_card,1
352583,18.94,5,7/26/2016,25000,debt_consolidation,1
352584,14.96,0,7/26/2016,4000,Other,1
352585,4.38,,7/26/2016,16000,debt_consolidation,1
352586,35.01,0,7/26/2016,35000,home_improvement,1
352587,40.82,0,7/26/2016,10000,credit_card,1
352589,37.55,5,7/26/2016,1000,other,1
352590,35.83,0,7/26/2016,6000,small_business,1
352591,18.32,0,7/26/2016,8200,medical,0
352592,31.7,5,7/26/2016,2000,debt_consolidation,1
352593,26.17,5,7/26/2016,10000,credit_card,1
352594,52.25,5,7/26/2016,19000,credit_card,0
352595,42.43,5,7/26/2016,25000,credit_card,1
352596,9.14,5,7/26/2016,10000,vacation,0
352598,2.7,0,7/26/2016,5000,debt_consolidation,1
352599,42.12,0,7/26/2016,14000,credit_card,1
352600,14.4,0,7/26/2016,1500,other,1
352601,26.55,3,7/26/2016,20000,Debt consolidation,1
352602,9.14,0,7/26/2016,4000,moving,1
352603,33.96,5,7/26/2016,12000,credit_card,1
352604,4.16,5,7/26/2016,14000,other,1
352605,15.06,10,7/26/2016,5000,Major purchase,1
352606,10.49,,7/26/2016,18075,Debt consolidation,1
352607,7.43,0,7/26/2016,7000,debt_consolidation,1
352608,58.98,0,7/26/2016,7000,debt_consolidation,1
352609,36.37,0,7/26/2016,1500,other,0
352610,30.83,0,7/26/2016,35000,debt_consolidation,1
352611,23.06,0,7/26/2016,8000,debt_consolidation,1
352612,35.48,0,7/26/2016,40000,debt_consolidation,1
352613,21.11,0,7/26/2016,40000,debt_consolidation,1
352615,39.72,0,7/26/2016,5000,other,1
352616,16.8,0,7/26/2016,6000,debt_consolidation,1
352618,48.46,5,7/26/2016,28000,other,1
352619,1.89,0,7/26/2016,7500,debt_consolidation,0
352620,8.27,0,7/26/2016,6000,debt_consolidation,1
352621,14.55,0,7/26/2016,10000,debt_consolidation,0
352623,10.26,5,7/26/2016,15000,other,1
352624,12.62,10,7/26/2016,25000,Debt consolidation,0
352625,9.12,5,7/26/2016,20000,home_improvement,1
352626,13.93,0,7/26/2016,5000,other,0
352627,0,0,7/26/2016,1000,moving,1
352628,37.79,0,7/26/2016,12000,debt_consolidation,1
352629,34.7,0,7/26/2016,12000,debt_consolidation,1
352630,32.55,0,7/26/2016,10000,credit_card,1
352631,8.1,,7/26/2016,1000,Debt consolidation,1
352632,86.9,0,7/26/2016,6000,vacation,1
352633,48.87,0,7/26/2016,10000,debt_consolidation,1
352634,23.43,0,7/26/2016,15000,credit_card,1
352635,3.75,0,7/26/2016,5000,other,1
352636,9.84,0,7/26/2016,20000,house,1
352637,13.37,0,7/26/2016,7000,debt_consolidation,0
352639,17.16,5,7/26/2016,8000,other,1
352640,10.3,5,7/26/2016,20000,house,1
352641,10.72,1,7/26/2016,5000,Vacation,0
352642,13.95,0,7/26/2016,7000,debt_consolidation,1
352643,38.97,5,7/26/2016,9375,major_purchase,1
352644,7.81,0,7/26/2016,12000,debt_consolidation,1
460226,14.94,0,8/4/2016,10000,debt_consolidation,1
460227,1.18,5,8/4/2016,30000,home_improvement,1
460228,64.52,,8/4/2016,5000,credit_card,1
460229,41.4,0,8/4/2016,12000,debt_consolidation,1
460230,31.31,0,8/4/2016,12000,debt_consolidation,1
460231,12.26,0,8/4/2016,40000,debt_consolidation,1
460232,63.14,0,8/4/2016,26000,debt_consolidation,1
460233,45.26,0,8/4/2016,20000,debt_consolidation,1
460234,12.83,5,8/4/2016,10000,debt_consolidation,1
460235,34.19,0,8/4/2016,10000,debt_consolidation,0
460236,10.05,0,8/4/2016,5000,debt_consolidation,1
460237,11.58,0,8/4/2016,3000,debt_consolidation,1
460238,36.5,0,8/4/2016,5000,debt_consolidation,1
460239,35.6,5,8/4/2016,20000,credit_card,1
460240,50.96,5,8/4/2016,30000,renewable_energy,1
460241,38.91,0,8/4/2016,12000,debt_consolidation,0
